state;state_abbreviation;county;fips;party;candidate;votes;fraction_votes
Connecticut;CT;Stamford;90900135;Republican;John Kasich;1830;0.303
Connecticut;CT;Wallingford;90900148;Republican;Ted Cruz;368;0.141
Connecticut;CT;West Hartford;90900155;Republican;John Kasich;1519;0.451
Delaware;DE;Sussex;10005;Republican;Ted Cruz;2908;0.11599999999999999
Florida;FL;Gulf;12045;Democrat;Hillary Clinton;568;0.474
Florida;FL;Liberty;12077;Democrat;Bernie Sanders;392;0.47100000000000003
Florida;FL;Okeechobee;12093;Democrat;Bernie Sanders;784;0.376
Florida;FL;Pasco;12101;Democrat;Bernie Sanders;14493;0.389
Florida;FL;Washington;12133;Democrat;Hillary Clinton;858;0.47100000000000003
Florida;FL;Baker;12003;Republican;Marco Rubio;769;0.18899999999999997
Florida;FL;Calhoun;12013;Republican;Donald Trump;524;0.45299999999999996
Florida;FL;Collier;12021;Republican;Marco Rubio;15594;0.239
Florida;FL;DeSoto;12027;Republican;Donald Trump;1445;0.5820000000000001
Florida;FL;Gadsden;12039;Republican;Ted Cruz;742;0.312
Florida;FL;Gilchrist;12041;Republican;John Kasich;79;0.025
Florida;FL;Hamilton;12047;Republican;Donald Trump;581;0.568
Florida;FL;Jefferson;12065;Republican;John Kasich;68;0.044000000000000004
Florida;FL;Leon;12073;Republican;Ted Cruz;8642;0.282
Florida;FL;Orange;12095;Republican;Donald Trump;41097;0.39799999999999996
Florida;FL;Pasco;12101;Republican;Donald Trump;33536;0.51
Florida;FL;Sumter;12119;Republican;John Kasich;2375;0.07200000000000001
Georgia;GA;Bibb;13021;Democrat;Hillary Clinton;12944;0.828
Georgia;GA;Burke;13033;Democrat;Hillary Clinton;1659;0.895
Georgia;GA;Butts;13035;Democrat;Bernie Sanders;191;0.16899999999999998
Georgia;GA;Cook;13075;Democrat;Bernie Sanders;171;0.225
Georgia;GA;Dougherty;13095;Democrat;Bernie Sanders;1435;0.138
Georgia;GA;Early;13099;Democrat;Hillary Clinton;671;0.892
Georgia;GA;Echols;13101;Democrat;Hillary Clinton;32;0.457
Georgia;GA;Hancock;13141;Democrat;Bernie Sanders;145;0.114
Georgia;GA;Hancock;13141;Democrat;Hillary Clinton;1112;0.8740000000000001
Georgia;GA;Haralson;13143;Democrat;Hillary Clinton;413;0.551
Georgia;GA;Harris;13145;Democrat;Hillary Clinton;1372;0.75
Georgia;GA;Henry;13151;Democrat;Bernie Sanders;4406;0.21899999999999997
Georgia;GA;Jones;13169;Democrat;Bernie Sanders;371;0.188
Georgia;GA;Marion;13197;Democrat;Hillary Clinton;431;0.763
Georgia;GA;Sumter;13261;Democrat;Bernie Sanders;404;0.17
Georgia;GA;Tattnall;13267;Democrat;Bernie Sanders;153;0.225
Georgia;GA;Twiggs;13289;Democrat;Bernie Sanders;118;0.125
Georgia;GA;Webster;13307;Democrat;Hillary Clinton;170;0.895
Georgia;GA;Wheeler;13309;Democrat;Hillary Clinton;177;0.8590000000000001
Georgia;GA;Wilkes;13317;Democrat;Bernie Sanders;141;0.165
Georgia;GA;Wilkinson;13319;Democrat;Bernie Sanders;155;0.155
Georgia;GA;Worth;13321;Democrat;Hillary Clinton;684;0.794
Georgia;GA;Burke;13033;Republican;Ted Cruz;803;0.307
Georgia;GA;Carroll;13045;Republican;Marco Rubio;3375;0.188
Georgia;GA;Chatham;13051;Republican;Donald Trump;10726;0.35
Georgia;GA;Chattahoochee;13053;Republican;Ted Cruz;89;0.27699999999999997
Georgia;GA;Coffee;13069;Republican;Marco Rubio;580;0.128
Georgia;GA;Crawford;13079;Republican;Ben Carson;139;0.078
Georgia;GA;Dade;13083;Republican;Donald Trump;1151;0.41200000000000003
Georgia;GA;Dade;13083;Republican;Marco Rubio;662;0.237
Georgia;GA;Dooly;13093;Republican;Ben Carson;68;0.065
Georgia;GA;Douglas;13097;Republican;Marco Rubio;3402;0.209
Georgia;GA;Henry;13151;Republican;John Kasich;858;0.03
Georgia;GA;Jefferson;13163;Republican;Ted Cruz;484;0.282
Georgia;GA;Lee;13177;Republican;Ted Cruz;1427;0.239
Georgia;GA;Montgomery;13209;Republican;Donald Trump;712;0.489
Georgia;GA;Seminole;13253;Republican;Marco Rubio;247;0.17600000000000002
Georgia;GA;Stewart;13259;Republican;Donald Trump;213;0.5589999999999999
Georgia;GA;Toombs;13279;Republican;Marco Rubio;727;0.2
Georgia;GA;Warren;13301;Republican;Marco Rubio;96;0.152
Georgia;GA;Webster;13307;Republican;Ben Carson;24;0.065
Georgia;GA;Wilkes;13317;Republican;Ted Cruz;332;0.22
Idaho;ID;Gooding;16047;Democrat;Bernie Sanders;49;0.636
Idaho;ID;Kootenai;16055;Democrat;Hillary Clinton;493;0.24
Idaho;ID;Boundary;16021;Republican;Donald Trump;788;0.396
Idaho;ID;Clearwater;16035;Republican;Marco Rubio;149;0.106
Idaho;ID;Franklin;16041;Republican;Donald Trump;411;0.174
Idaho;ID;Jerome;16053;Republican;John Kasich;185;0.077
Idaho;ID;Valley;16085;Republican;John Kasich;197;0.133
Illinois;IL;DeKalb;17037;Democrat;Bernie Sanders;8315;0.665
Illinois;IL;Jackson;17077;Democrat;Hillary Clinton;2826;0.376
Illinois;IL;Logan;17107;Democrat;Hillary Clinton;737;0.428
Illinois;IL;Macoupin;17117;Democrat;Bernie Sanders;3552;0.55
Illinois;IL;Montgomery;17135;Democrat;Hillary Clinton;1241;0.483
Illinois;IL;Scott;17171;Democrat;Bernie Sanders;161;0.5
Illinois;IL;Alexander;17003;Republican;Donald Trump;282;0.524
Illinois;IL;Cass;17017;Republican;John Kasich;183;0.115
Illinois;IL;Clay;17025;Republican;Ted Cruz;985;0.366
Illinois;IL;Douglas;17041;Republican;Marco Rubio;290;0.071
Illinois;IL;DuPage;17043;Republican;Donald Trump;49113;0.345
Illinois;IL;Effingham;17049;Republican;Marco Rubio;473;0.059000000000000004
Illinois;IL;Gallatin;17059;Republican;John Kasich;35;0.062
Illinois;IL;Jackson;17077;Republican;Marco Rubio;575;0.099
Illinois;IL;Jefferson;17081;Republican;Marco Rubio;438;0.061
Illinois;IL;Mercer;17131;Republican;Ted Cruz;1073;0.39899999999999997
Illinois;IL;Pike;17149;Republican;Donald Trump;1603;0.48200000000000004
Illinois;IL;Woodford;17203;Republican;Marco Rubio;777;0.07400000000000001
Indiana;IN;Fountain;18045;Democrat;Bernie Sanders;462;0.528
Indiana;IN;Greene;18055;Democrat;Bernie Sanders;1464;0.574
Indiana;IN;Marshall;18099;Democrat;Hillary Clinton;1202;0.413
Indiana;IN;Parke;18121;Democrat;Hillary Clinton;392;0.42100000000000004
Indiana;IN;Perry;18123;Democrat;Hillary Clinton;1358;0.5489999999999999
Indiana;IN;Bartholomew;18005;Republican;John Kasich;1450;0.08900000000000001
Indiana;IN;Carroll;18015;Republican;Ted Cruz;1737;0.37799999999999995
Indiana;IN;DeKalb;18033;Republican;Donald Trump;4203;0.47600000000000003
Indiana;IN;Jasper;18073;Republican;Ted Cruz;2120;0.315
Indiana;IN;Knox;18083;Republican;Donald Trump;4918;0.667
Indiana;IN;Lawrence;18093;Republican;John Kasich;507;0.051
Indiana;IN;Porter;18127;Republican;Donald Trump;16194;0.618
Indiana;IN;Vanderburgh;18163;Republican;John Kasich;2168;0.08199999999999999
Indiana;IN;Wayne;18177;Republican;John Kasich;1021;0.099
Iowa;IA;Adams;19003;Democrat;Martin O'Malley;0;0.0
Iowa;IA;Chickasaw;19037;Democrat;Martin O'Malley;6;0.01
Iowa;IA;Greene;19073;Democrat;Bernie Sanders;184;0.461
Iowa;IA;Louisa;19115;Democrat;Uncommitted;0;0.0
Iowa;IA;Mills;19129;Democrat;Hillary Clinton;255;0.511
Iowa;IA;Monroe;19135;Democrat;Bernie Sanders;133;0.446
Iowa;IA;Ringgold;19159;Democrat;Hillary Clinton;132;0.6629999999999999
Iowa;IA;Union;19175;Democrat;Uncommitted;0;0.0
Iowa;IA;Warren;19181;Democrat;Hillary Clinton;1217;0.5529999999999999
Iowa;IA;Winnebago;19189;Democrat;Bernie Sanders;230;0.575
Iowa;IA;Winneshiek;19191;Democrat;Bernie Sanders;616;0.56
Iowa;IA;Adams;19003;Republican;Rick Santorum;1;0.004
Iowa;IA;Carroll;19027;Republican;Carly Fiorina;44;0.043
Iowa;IA;Cerro Gordo;19033;Republican;Donald Trump;597;0.257
Iowa;IA;Clinton;19045;Republican;Marco Rubio;459;0.19899999999999998
Iowa;IA;Emmet;19063;Republican;Carly Fiorina;8;0.02
Iowa;IA;Emmet;19063;Republican;Ted Cruz;143;0.355
Iowa;IA;Grundy;19075;Republican;Ted Cruz;272;0.28800000000000003
Iowa;IA;Hancock;19081;Republican;Marco Rubio;132;0.155
Iowa;IA;Harrison;19085;Republican;Mike Huckabee;10;0.01
Iowa;IA;Henry;19087;Republican;Marco Rubio;228;0.188
Iowa;IA;Henry;19087;Republican;Rand Paul;30;0.025
Iowa;IA;Henry;19087;Republican;Ted Cruz;379;0.313
Iowa;IA;Humboldt;19091;Republican;Carly Fiorina;6;0.01
Iowa;IA;Iowa;19095;Republican;Chris Christie;12;0.012
Iowa;IA;Iowa;19095;Republican;Marco Rubio;163;0.158
Iowa;IA;Jackson;19097;Republican;Chris Christie;18;0.019
Iowa;IA;Jones;19105;Republican;Donald Trump;258;0.25
Iowa;IA;Keokuk;19107;Republican;Carly Fiorina;11;0.016
Iowa;IA;Lee;19111;Republican;Chris Christie;12;0.009000000000000001
Iowa;IA;Louisa;19115;Republican;Rick Santorum;1;0.001
Iowa;IA;Lucas;19117;Republican;Ted Cruz;213;0.36200000000000004
Iowa;IA;Mahaska;19123;Republican;Mike Huckabee;49;0.025
Iowa;IA;Marshall;19127;Republican;Ted Cruz;630;0.271
Iowa;IA;Monroe;19135;Republican;Jeb Bush;3;0.006
Iowa;IA;O'Brien;19141;Republican;Chris Christie;6;0.005
Iowa;IA;O'Brien;19141;Republican;John Kasich;6;0.005
Iowa;IA;Palo Alto;19147;Republican;Ted Cruz;110;0.255
Iowa;IA;Poweshiek;19157;Republican;Rick Santorum;7;0.006999999999999999
Iowa;IA;Scott;19163;Republican;Rand Paul;486;0.05
Iowa;IA;Scott;19163;Republican;Rick Santorum;50;0.005
Iowa;IA;Shelby;19165;Republican;Mike Huckabee;18;0.024
Iowa;IA;Union;19175;Republican;Rick Santorum;7;0.01
Iowa;IA;Warren;19181;Republican;John Kasich;44;0.012
Iowa;IA;Warren;19181;Republican;Rand Paul;197;0.052000000000000005
Iowa;IA;Warren;19181;Republican;Ted Cruz;1120;0.294
Iowa;IA;Wayne;19185;Republican;Carly Fiorina;5;0.012
Iowa;IA;Winnebago;19189;Republican;Marco Rubio;128;0.207
Iowa;IA;Worth;19195;Republican;Carly Fiorina;11;0.028999999999999998
Kansas;KS;Congressional District 1;92000106;Democrat;Hillary Clinton;1833;0.31
Kansas;KS;Congressional District 3;92000108;Republican;Marco Rubio;3849;0.21899999999999997
Kentucky;KY;Carlisle;21039;Democrat;Hillary Clinton;206;0.256
Kentucky;KY;Clay;21051;Democrat;Bernie Sanders;158;0.41600000000000004
Kentucky;KY;Edmonson;21061;Democrat;Hillary Clinton;275;0.495
Kentucky;KY;Fayette;21067;Democrat;Bernie Sanders;17048;0.45
Kentucky;KY;Garrard;21079;Democrat;Hillary Clinton;434;0.505
Kentucky;KY;Green;21087;Democrat;Bernie Sanders;360;0.512
Kentucky;KY;Hickman;21105;Democrat;Bernie Sanders;300;0.466
Kentucky;KY;Logan;21141;Democrat;Hillary Clinton;1077;0.43799999999999994
Kentucky;KY;Montgomery;21173;Democrat;Bernie Sanders;1322;0.47
Kentucky;KY;Rowan;21205;Democrat;Hillary Clinton;1170;0.44
Kentucky;KY;Russell;21207;Democrat;Bernie Sanders;332;0.467
Kentucky;KY;Boyd;21019;Republican;Ted Cruz;652;0.33799999999999997
Kentucky;KY;Caldwell;21033;Republican;John Kasich;63;0.113
Kentucky;KY;Carroll;21041;Republican;Marco Rubio;19;0.078
Kentucky;KY;Daviess;21059;Republican;Ted Cruz;1739;0.369
Kentucky;KY;Green;21087;Republican;John Kasich;124;0.092
Kentucky;KY;Henderson;21101;Republican;Marco Rubio;174;0.133
Kentucky;KY;Henderson;21101;Republican;Ted Cruz;562;0.429
Kentucky;KY;Martin;21159;Republican;Donald Trump;586;0.601
Kentucky;KY;Meade;21163;Republican;Marco Rubio;175;0.128
Kentucky;KY;Simpson;21213;Republican;John Kasich;66;0.11
Louisiana;LA;St. John the Baptist;22095;Democrat;Bernie Sanders;564;0.125
Louisiana;LA;Union;22111;Democrat;Hillary Clinton;822;0.687
Louisiana;LA;West Feliciana;22125;Democrat;Bernie Sanders;166;0.147
Louisiana;LA;Acadia;22001;Republican;John Kasich;129;0.034
Louisiana;LA;Bossier;22015;Republican;Donald Trump;4150;0.37799999999999995
Louisiana;LA;Calcasieu;22019;Republican;John Kasich;639;0.053
Louisiana;LA;East Carroll;22035;Republican;Marco Rubio;21;0.08199999999999999
Louisiana;LA;East Feliciana;22037;Republican;Donald Trump;706;0.43700000000000006
Louisiana;LA;Evangeline;22039;Republican;Marco Rubio;133;0.086
Louisiana;LA;Red River;22081;Republican;Marco Rubio;49;0.08
Louisiana;LA;St. Charles;22089;Republican;Donald Trump;1846;0.466
Louisiana;LA;St. Martin;22099;Republican;Ted Cruz;1106;0.332
Louisiana;LA;Union;22111;Republican;Marco Rubio;119;0.065
Louisiana;LA;Washington;22117;Republican;Marco Rubio;190;0.075
Louisiana;LA;West Carroll;22123;Republican;Ted Cruz;342;0.431
Maine;ME;Albion;92300005;Democrat;Bernie Sanders;2;0.667
Maine;ME;Alna;92300009;Democrat;Bernie Sanders;2;0.667
Maine;ME;Bristol;92300058;Democrat;Bernie Sanders;6;0.667
Maine;ME;Columbia;92300101;Democrat;Bernie Sanders;1;1.0
Maine;ME;Columbia Falls;92300102;Democrat;Bernie Sanders;1;1.0
Maine;ME;Crawford;92300111;Democrat;Bernie Sanders;0;0.0
Maine;ME;Eddington;92300142;Democrat;Hillary Clinton;1;0.2
Maine;ME;Frankfort;92300160;Democrat;Bernie Sanders;0;0.0
Maine;ME;Grand Lake Stream Plt;92300178;Democrat;Bernie Sanders;0;0.0
Maine;ME;Gray;92300179;Democrat;Bernie Sanders;13;0.684
Maine;ME;Hamlin;92300188;Democrat;Bernie Sanders;1;1.0
Maine;ME;Harmony;92300193;Democrat;Bernie Sanders;1;0.5
Maine;ME;Hollis;92300207;Democrat;Bernie Sanders;7;0.7
Maine;ME;Kittery;92300231;Democrat;Hillary Clinton;0;0.0
Maine;ME;Long Island;92300255;Democrat;Hillary Clinton;0;0.0
Maine;ME;Maxfield;92300278;Democrat;Bernie Sanders;1;1.0
Maine;ME;Mercer;92300283;Democrat;Hillary Clinton;1;0.5
Maine;ME;Mount Chase;92300302;Democrat;Bernie Sanders;1;1.0
Maine;ME;Newport;92300313;Democrat;Bernie Sanders;3;0.5
Maine;ME;North Haven;92300323;Democrat;Bernie Sanders;1;0.5
Maine;ME;Parsonsfield;92300347;Democrat;Bernie Sanders;3;0.75
Maine;ME;Pleasant Point Votng Dst;92300360;Democrat;Bernie Sanders;0;0.0
Maine;ME;Pleasant Ridge Plt.;92300361;Democrat;Hillary Clinton;0;0.0
Maine;ME;Raymond;92300374;Democrat;Hillary Clinton;4;0.33299999999999996
Maine;ME;Roque Bluffs;92300384;Democrat;Hillary Clinton;1;1.0
Maine;ME;Saco;92300388;Democrat;Bernie Sanders;32;0.627
Maine;ME;Sherman;92300405;Democrat;Hillary Clinton;1;0.5
Maine;ME;Temple;92300442;Democrat;Hillary Clinton;0;0.0
Maine;ME;Thomaston;92300444;Democrat;Bernie Sanders;5;0.7140000000000001
Maine;ME;Waltham;92300470;Democrat;Hillary Clinton;0;0.0
Maine;ME;Warren;92300471;Democrat;Bernie Sanders;5;0.833
Maine;ME;Woodstock;92300507;Democrat;Hillary Clinton;1;0.33299999999999996
Maryland;MD;Montgomery;24031;Democrat;Bernie Sanders;50741;0.311
Maryland;MD;Somerset;24039;Democrat;Hillary Clinton;1136;0.626
Maryland;MD;St. Mary's;24037;Democrat;Bernie Sanders;3415;0.395
Maryland;MD;Harford;24025;Republican;John Kasich;7013;0.19699999999999998
Maryland;MD;Wicomico;24045;Republican;John Kasich;1630;0.151
Massachusetts;MA;Acushnet;92500003;Democrat;Bernie Sanders;753;0.483
Massachusetts;MA;Brookline;92500046;Democrat;Bernie Sanders;5250;0.379
Massachusetts;MA;Burlington;92500048;Democrat;No Preference;41;0.009000000000000001
Massachusetts;MA;Carver;92500052;Democrat;Hillary Clinton;673;0.42100000000000004
Massachusetts;MA;Foxborough;92500099;Democrat;Hillary Clinton;1347;0.466
Massachusetts;MA;Granby;92500111;Democrat;Hillary Clinton;488;0.36700000000000005
Massachusetts;MA;Hawley;92500129;Democrat;Hillary Clinton;24;0.312
Massachusetts;MA;Heath;92500130;Democrat;Bernie Sanders;136;0.7509999999999999
Massachusetts;MA;Huntington;92500143;Democrat;Bernie Sanders;246;0.6629999999999999
Massachusetts;MA;Lancaster;92500147;Democrat;Hillary Clinton;513;0.433
Massachusetts;MA;Mendon;92500179;Democrat;Bernie Sanders;483;0.5429999999999999
Massachusetts;MA;New Ashford;92500200;Democrat;Hillary Clinton;25;0.424
Massachusetts;MA;North Andover;92500211;Democrat;Hillary Clinton;2314;0.508
Massachusetts;MA;Orange;92500223;Democrat;Bernie Sanders;744;0.669
Massachusetts;MA;Phillipston;92500235;Democrat;Hillary Clinton;97;0.34
Massachusetts;MA;Raynham;92500245;Democrat;No Preference;21;0.012
Massachusetts;MA;Reading;92500246;Democrat;No Preference;46;0.009000000000000001
Alabama;AL;Cleburne;1029;Democrat;Hillary Clinton;221;0.732
Alabama;AL;Coffee;1031;Democrat;Hillary Clinton;1493;0.772
Alabama;AL;Coosa;1037;Democrat;Bernie Sanders;125;0.10800000000000001
Alabama;AL;Crenshaw;1041;Democrat;Bernie Sanders;107;0.10300000000000001
Alabama;AL;Escambia;1053;Democrat;Bernie Sanders;226;0.099
Alabama;AL;Fayette;1057;Democrat;Hillary Clinton;660;0.767
Alabama;AL;Lowndes;1085;Democrat;Hillary Clinton;3782;0.887
Alabama;AL;Marion;1093;Democrat;Hillary Clinton;567;0.655
Alabama;AL;Autauga;1001;Republican;Ben Carson;1764;0.146
Alabama;AL;Baldwin;1003;Republican;Donald Trump;23618;0.469
Alabama;AL;Chilton;1021;Republican;Marco Rubio;1436;0.134
Alabama;AL;Clarke;1025;Republican;John Kasich;125;0.027000000000000003
Alabama;AL;Covington;1039;Republican;Donald Trump;4608;0.48100000000000004
Alabama;AL;Escambia;1053;Republican;Donald Trump;2817;0.493
Alabama;AL;Hale;1065;Republican;John Kasich;24;0.021
Alabama;AL;Hale;1065;Republican;Ted Cruz;283;0.25
Alabama;AL;Henry;1067;Republican;John Kasich;107;0.027999999999999997
Alabama;AL;Jackson;1071;Republican;Ted Cruz;1791;0.16399999999999998
Alabama;AL;Jefferson;1073;Republican;Ted Cruz;22355;0.23800000000000002
Alabama;AL;Lamar;1075;Republican;Ted Cruz;692;0.193
Alabama;AL;Lee;1081;Republican;Ben Carson;2460;0.11699999999999999
Alabama;AL;Limestone;1083;Republican;Marco Rubio;3602;0.18899999999999997
Alabama;AL;Marion;1093;Republican;Ben Carson;589;0.08900000000000001
Alabama;AL;Tuscaloosa;1125;Republican;Donald Trump;11652;0.375
Alabama;AL;Walker;1127;Republican;John Kasich;362;0.024
Alaska;AK;State House District 12;90200112;Republican;Marco Rubio;142;0.135
Alaska;AK;State House District 13;90200113;Republican;Ben Carson;67;0.124
Alaska;AK;State House District 13;90200113;Republican;Marco Rubio;92;0.171
Alaska;AK;State House District 14;90200114;Republican;Donald Trump;327;0.294
Alaska;AK;State House District 22;90200122;Republican;Donald Trump;233;0.369
Alaska;AK;State House District 29;90200129;Republican;Ted Cruz;406;0.384
Alaska;AK;State House District 30;90200130;Republican;Marco Rubio;115;0.11699999999999999
Alaska;AK;State House District 34;90200134;Republican;Marco Rubio;90;0.20800000000000002
Alaska;AK;State House District 36;90200136;Republican;Ben Carson;68;0.10400000000000001
Alaska;AK;State House District 5;90200105;Republican;John Kasich;23;0.05
Alaska;AK;State House District 8;90200108;Republican;Ben Carson;90;0.085
Arizona;AZ;La Paz;4012;Republican;Ted Cruz;242;0.17300000000000001
Arizona;AZ;Yavapai;4025;Republican;John Kasich;3259;0.091
Arkansas;AR;Arkansas;5001;Democrat;Hillary Clinton;724;0.833
Arkansas;AR;Baxter;5005;Democrat;Hillary Clinton;1391;0.624
Arkansas;AR;Cleveland;5025;Democrat;Hillary Clinton;382;0.688
Arkansas;AR;Cross;5037;Democrat;Hillary Clinton;780;0.742
Arkansas;AR;Franklin;5047;Democrat;Bernie Sanders;294;0.29600000000000004
Arkansas;AR;Randolph;5121;Democrat;Bernie Sanders;356;0.33299999999999996
Arkansas;AR;Baxter;5005;Republican;Marco Rubio;1374;0.159
Arkansas;AR;Benton;5007;Republican;Donald Trump;11828;0.27899999999999997
Arkansas;AR;Columbia;5027;Republican;Ted Cruz;943;0.3
Arkansas;AR;Conway;5029;Republican;Ted Cruz;741;0.33299999999999996
Arkansas;AR;Crawford;5033;Republican;Ben Carson;591;0.055999999999999994
Arkansas;AR;Cross;5037;Republican;John Kasich;45;0.019
Arkansas;AR;Independence;5063;Republican;Ben Carson;469;0.079
Arkansas;AR;Jackson;5067;Republican;Ben Carson;82;0.05
Arkansas;AR;Johnson;5071;Republican;John Kasich;98;0.028999999999999998
Arkansas;AR;Lafayette;5073;Republican;John Kasich;11;0.013999999999999999
Arkansas;AR;Lonoke;5085;Republican;Donald Trump;3826;0.325
Arkansas;AR;Madison;5087;Republican;Donald Trump;671;0.384
Arkansas;AR;Pope;5115;Republican;Ben Carson;624;0.065
Arkansas;AR;Prairie;5117;Republican;Ted Cruz;466;0.425
Arkansas;AR;Scott;5127;Republican;Ben Carson;93;0.055
Arkansas;AR;Scott;5127;Republican;Marco Rubio;283;0.16899999999999998
Arkansas;AR;Woodruff;5147;Republican;Donald Trump;130;0.442
California;CA;Calaveras;6009;Democrat;Hillary Clinton;2630;0.513
California;CA;San Diego;6073;Democrat;Bernie Sanders;111898;0.441
California;CA;San Joaquin;6077;Democrat;Hillary Clinton;25118;0.598
California;CA;Tuolumne;6109;Democrat;Hillary Clinton;2851;0.513
California;CA;Alpine;6003;Republican;John Kasich;18;0.11800000000000001
California;CA;Del Norte;6015;Republican;John Kasich;118;0.06
California;CA;Plumas;6063;Republican;Ted Cruz;193;0.061
California;CA;San Benito;6069;Republican;John Kasich;191;0.1
Colorado;CO;Delta;8029;Democrat;Bernie Sanders;417;0.696
Connecticut;CT;Andover;90900001;Democrat;Bernie Sanders;259;0.62
Connecticut;CT;Beacon Falls;90900006;Democrat;Hillary Clinton;150;0.344
Connecticut;CT;Cheshire;90900025;Democrat;Hillary Clinton;1342;0.512
Connecticut;CT;Hamden;90900062;Democrat;Bernie Sanders;3641;0.419
Connecticut;CT;Harwinton;90900066;Democrat;Bernie Sanders;274;0.596
Connecticut;CT;New Hartford;90900092;Democrat;Hillary Clinton;250;0.354
Connecticut;CT;North Haven;90900101;Democrat;Bernie Sanders;1003;0.475
Connecticut;CT;Portland;90900113;Democrat;Bernie Sanders;558;0.528
